Lab.ID,Compound.name,mz,RT,CAS.ID,HMDB.ID,KEGG.ID,Formula,mz.pos,mz.neg,Submitter,INCHIKEY,SMILE,Source,date,synonyms,Species_all,superclass,class,subclass,parent_levels,description
C00048375,Decane,142.1721507,NA,124-18-5,,,C10H22,NA,NA,Xiao Wang,DIOQZVSQGTUSAI-UHFFFAOYSA-N,CCCCCCCCCC,KNApSack,"Jun26,2023",Decane,Homo sapiens (Exhaled breath)|Carica papaya|Cistus creticus|Trifolium pratense|Clinopodium nepeta|Perilla frutescens|Oryza sativa|Solanum lycopersicum|Zingiber officinale|Caffea sp.,Hydrocarbons,Saturated hydrocarbons,Alkanes,NA,"This compound belongs to the class of organic compounds known as alkanes. These are acyclic branched or unbranched hydrocarbons having the general formula CnH2n+2 , and therefore consisting entirely of hydrogen atoms and saturated carbon atoms."
C00007610,4-Metyl-5-(beta-hydroxyethyl)thiazole,143.0404847,NA,137-00-8,,,C6H9NOS,NA,NA,Xiao Wang,BKAWJIRCKVUVED-UHFFFAOYSA-N,c1(c(scn1)CCO)C,KNApSack,"Jun26,2023",4-Metyl-5-(beta-hydroxyethyl)thiazole|4-methyl-5-(2hydroxyethyl)thiazole,Escherichia coli K12|Boletus edulis|Panax ginseng|Brassica napus,Organoheterocyclic compounds,Azoles,Thiazoles,NA,"This compound belongs to the class of organic compounds known as 4,5-disubstituted thiazoles. These are compounds containing a thiazole ring substituted at positions 4 and 5 only."
C00056391,3-(Methoxymethylene)-2-pyrrolidinethione,143.0582432,NA,104730-65-6,,,C6H9NO3,NA,NA,Xiao Wang,SRMQTNNUZYNBFU-UHFFFAOYSA-N,O=C1NCCC(OC)=CO1,KNApSack,"Jun26,2023",3-(Methoxymethylene)-2-pyrrolidinethione,Raphanus sativus,Organoheterocyclic compounds,Oxazepines,"1,3-oxazepines",NA,"This compound belongs to the class of organic compounds known as 1,3-oxazepines. These are organic compounds containing an aromatic seven-membered wring containing a nitrogen and an oxygen atom, a positions 1 and 3, respectively."
C00002074,Stachydrine,143.0946287,NA,471-87-4,,,C7H13NO2,NA,NA,Xiao Wang,CMUNUTVVOOHQPW-MDOHGIEYNA-N,C1C[N+]([C@@H](C1)C(=O)[O-])(C)C,KNApSack,"Jun26,2023",Stachydrine,Panax ginseng|Asphodelus microcarpus|Achillea millefolium|Capparis aegyptia|Capparis deserti|Capparis leucophylla|Capparis spinosa L.|Capparis tomentosa|Combretum micranthum|Desmodium triflorum|Erythrina variegata|Medicago sativa|Phaseolus vulgaris|Eremostachys speciosa|Lagochilus inebrians Bge.|Lagochilus pubescens|Lagochilus setulosus|Lamium album L.|Leonurus heterophyllus|Leonurus sibiricus|Leonurus turkestanicus|Stachys balansae|Stachys betoniciflora|Stachys betonicifolia|Stachys hissarica|Stachys lanata|Stachys tuberifera|Stachys tubifera|Betonica officinalis|Cudrania tricuspidata|Citrus grandis|Citrus natsudaidai|Citrus unshiu|Sabia schumanniana|Urtica cannabina,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives | Alpha amino acids and derivatives | Proline and derivatives,"This compound belongs to the class of organic compounds known as proline and derivatives. These are compounds containing proline or a derivative thereof resulting from reaction of proline at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom."
C00029432,"2,3-Dihydro-3,5-dihydroxy-6-methyl-(4H)-pyran-4-one",144.0422587,NA,28564-83-2,,,C6H8O4,NA,NA,Xiao Wang,VOLMSPGWNYJHQQ-UHFFFAOYNA-N,C1[C@@H](C(=O)C(=C(O1)C)O)O,KNApSack,"Jun26,2023","2,3-Dihydro-3,5-dihydroxy-6-methyl-(4H)-pyran-4-one|2,3-Dihydro-3,5-dihydroxy-6-methyl-4H-pyran-4-one|Pyranone",Brassica hirta|Nicotiana tabacum|Caffea sp.,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,NA,"This compound belongs to the class of organic compounds known as dihydropyranones. These are compounds containing a hydrogenated pyran ring which bears a ketone, and contains one double bond."
C00035612,Ethyl hexanoate,144.1150298,NA,123-66-0,,,C8H16O2,NA,NA,Xiao Wang,SHZIWNPUGXLXDT-UHFFFAOYSA-N,CCOC(=O)CCCCC,KNApSack,"Jun26,2023",Ethyl hexanoate|Ethyl caproate,Mangifera indica|Annona muricata|Apium graveolens|Carica papaya|Durio zibethinus|Acca sellowiana|Psidium guajava|Averrhoa carambola|Prunus avium|Coffea arabica|Citrus sinensis|Mandragora autumnalis|Solanum lycopersicum|FOOD SAKE,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,This compound belongs to the class of organic compounds known as fatty acid esters. These are carboxylic ester derivatives of a fatty acid.
C00030830,Nonanol,144.1514153,NA,143-08-8,,,C9H20O,NA,NA,Xiao Wang,ZWRUINPWMLAQRD-UHFFFAOYSA-N,C(CCCCCCCC)O,KNApSack,"Jun26,2023",Nonanol|n-Nonanol|1-Nonanol,Ganoderma lucidum|Anthemis aciphylla BOISS.var.discoidea BOISS|Rhodiola rosea L.|Brassica hirta|Mentha arvensis L.|Litsea monopetala|Punica granatum|Polygonum minus|Prunus avium|Citrus limon|Citrus sinensis|Houttuynia cordata|Houttuynia emeiensis|Solanum lycopersicum|Zingiber officinale|Caffea sp.,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,NA,This compound belongs to the class of organic compounds known as fatty alcohols. These are aliphatic alcohols consisting of a chain of a least six carbon atoms.
C00000112,Indole-3-carboxaldehyde,145.0527639,NA,487-89-8,,,C9H7NO,NA,NA,Xiao Wang,OLNJUISKUQQNIM-UHFFFAOYSA-N,c1ccc2c(c1)c(c[nH]2)C=O,KNApSack,"Jun26,2023",Indole-3-carboxaldehyde|Indole-3-carboxyaldehyde|1H-Indole-3-carboxaldehyde,Haliclona oculata|Streptomyces sp. M491|Streptomyces staurosporeus|Amorphophallus konjac K.Koch|Taraxacum formosanum|Arabidopsis thaliana|Brassica oleracea|Cucumis sativus L.|Phaseolus mungo|Pisum sativum|Gossypium arboreum|Gossypium barbadense|Pinus sylvestris|Hordeum vulgare|Phalaris aquatica|Murraya exotica|Phellodendron amurense var.wilsonii|Phellodendron japonicum MAXIM|Nicotiana tabacum|Solanum lycopersicum|Brassicaceae|Cephalanceropsis gracilis|Tubastraea coccinea,Organoheterocyclic compounds,Indoles and derivatives,Indoles,NA,"This compound belongs to the class of organic compounds known as indoles. These are compounds containing an indole moiety, which consists of pyrrole ring fused to benzene  to form 2,3-benzopyrrole."
C00053195,4-[(Aminoiminomethyl)amino]butanoic acid,145.0851266,NA,463-00-3,,,C5H11N3O2,NA,NA,Xiao Wang,TUHVEAJXIMEOSA-UHFFFAOYSA-N,NC(NCCCC(O)=O)=N,KNApSack,"Jun26,2023",4-[(Aminoiminomethyl)amino]butanoic acid|gamma-Guanidinobutyric acid,Phaseolus vulgaris|Castanea sativa|Citrus spp.,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives | Gamma amino acids and derivatives,This compound belongs to the class of organic compounds known as gamma amino acids and derivatives. These are amino acids having a (-NH2) group attached to the gamma carbon atom.
C00001431,Spermidine,145.1578976,NA,124-20-9,,,C7H19N3,NA,NA,Xiao Wang,ATHGHQPFGPMSJY-UHFFFAOYSA-N,NCCCCNCCCN,KNApSack,"Jun26,2023",Spermidine,Escherichia coli|Coprinus comatus|Panax ginseng|Spinacia oleracea|Ipomoea batatas|Arabidopsis thaliana|Arachis hypogaea|Canavalia bonariensis|Canavalia ensiformis|Glycine max|Lathyrus sativus|Lupinus albus|Medicago sativa|Phaseolus coccineus|Phaseolus lunatus|Phaseolus vulgaris|Pisum sativum|Psophocarpus tetragonolobus|Trifolium subterraneum|Vicia faba|Vicia sativa|Vigna angularis|Vigna mungo|Vigna radiata|Vigna unguiculata|Wisteria floribunda|Lyallia kerguelensis|Avena sativa|Oryza sativa|Capsicum annuum|Nicotiana tabacum|Solanum lycopersicum,Organic nitrogen compounds,Organonitrogen compounds,Amines,Secondary amines | Dialkylamines,"This compound belongs to the class of organic compounds known as dialkylamines. These are organic compounds containing a dialkylamine group, characterized by two alkyl groups bonded to the amino nitrogen."
C00000769,alpha-Ketoglutaric acid,146.0215233,NA,328-50-7,,,C5H6O5,NA,NA,Xiao Wang,KPGXRSRHYNQIFN-UHFFFAOYSA-N,C(=O)(CCC(=O)O)C(=O)O,KNApSack,"Jun26,2023",alpha-Ketoglutaric acid|alpha-Oxoglutaric acid,Escherichia coli|Methanococcus voltae|Mangifera indica|Helianthus annuus|Humulus lupulus|Spinacia oleracea|Arabidopsis thaliana|Cucurbita sp.|Phaseolus vulgaris|Pisum sativum|Orthosiphon stamineus|Hordeum vulgare|Oryza sativa|Triticum aestivum|Citrus sinensis|Murraya paniculata|Sebertia acuminata|Solanum lycopersicum|FOOD SAKE,Organic acids and derivatives,Keto acids and derivatives,Gamma-keto acids and derivatives,NA,This compound belongs to the class of organic compounds known as gamma-keto acids and derivatives. These are organic compounds containing an aldehyde substituted with a keto group on the C4 carbon atom.
C00002460,Coumarin,146.0367794,NA,91-64-5,,,C9H6O2,NA,NA,Xiao Wang,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,c1ccc2c(c1)ccc(=O)o2,KNApSack,"Jun26,2023",Coumarin,Daucus carota|Hydrocotyle sibthorpioides|Tetrapanax papyriferus|Asparagus officinalis|Artemisia annua|Eupatorium odoratum|Liatris squarrosa|Impatiens siculifer|Scabiosa comosa|Amburana cearensis|Dalea tuberculata|Dipteryx odorata|Dipteryx punctata|Medicago sativa|Ginkgo biloba|Hypericum japonicum|Salvia officinalis|Thymus capitatus|Cinnamomum burmannii Nees ex BI|Cinnamomum cassia|Cinnamomum loureirii|Ficus simplicissima|Morus alba|Picea abies|Oryza sativa|Clausena excavata|Verbascum thapsus|Tribulus terrestris||Alyxia lucida|Torresea cearensis,Phenylpropanoids and polyketides,Coumarins and derivatives,NA,NA,This compound belongs to the class of organic compounds known as coumarins and derivatives. These are polycyclic aromatic compounds containing a 1-benzopyran moiety with a ketone group at the C2 carbon atom (1-benzopyran-2-one).
C00052719,4-Hydroxyquinazoline,146.0480128,NA,491-36-1,,,C8H6N2O,NA,NA,Xiao Wang,QMNUDYFKZYBWQX-UHFFFAOYSA-N,O=C1N=CNC2=CC=CC=C21,KNApSack,"Jun26,2023",4-Hydroxyquinazoline,Triticum aestivum|Caffea sp.,Organoheterocyclic compounds,Diazanaphthalenes,Benzodiazines,NA,"This compound belongs to the class of organic compounds known as quinazolines. These are compounds containing a quinazoline moiety, which is made up of two fused six-member aromatic rings, a benzene ring and a pyrimidine ring."
C00001359,L-Glutamine,146.0691422,NA,56-85-9,,,C5H10N2O3,NA,NA,Xiao Wang,ZDXPYRJPNDTMRX-YEQUQEJONA-N,[C@H](C(=O)O)(N)CCC(=O)N,KNApSack,"Jun26,2023",L-Glutamine|L-Gln,Homo sapiens (Serum)|Homo sapiens (Urine)|Escherichia coli|Apium graveolens|Catharanthus roseus|Helianthus annuus|Spinacia oleracea|Arabidopsis thaliana|Brassica oleracea|Capsella bursa-pastoris|Phaseolus vulgaris|Punica granatum|Oryza sativa|Triticum aestivum|Prunus avium|Capsicum annuum|Solanum lycopersicum|Caffea sp.,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives | Alpha amino acids and derivatives | Alpha amino acids,This compound belongs to the class of organic compounds known as alpha amino acids. These are amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon).
C00055141,3-(Aminomethyl)indole,146.0843983,NA,22259-53-6,,,C9H10N2,NA,NA,Xiao Wang,JXYGLMATGAAIBU-UHFFFAOYSA-N,NCC1=CNC2=CC=CC=C12,KNApSack,"Jun26,2023",3-(Aminomethyl)indole|N-Bisnorgramine,Hordeum vulgare|Solanum lycopersicum,Organoheterocyclic compounds,Indoles and derivatives,Indoles,NA,This compound belongs to the class of organic compounds known as 3-alkylindoles. These are compounds containing an indole moiety that carries an alkyl chain at the 3-position.
C00001378,L-Lysine,146.1055277,NA,56-87-1,,,C6H14N2O2,NA,NA,Xiao Wang,KDXKERNSBIXSRK-UHFFFAOYNA-N,[C@H](C(=O)O)(N)CCCCN,KNApSack,"Jun26,2023",L-Lysine|L-Lys,Homo sapiens (Serum)|Homo sapiens (Urine)|Escherichia coli|Apium graveolens|Beta vulgaris|Spinacia oleracea|Arabidopsis thaliana|Capsella bursa-pastoris|Phaseolus vulgaris|Trifolium pratense L.|Orthosiphon stamineus|Perilla frutescens|Punica granatum|Oryza sativa|Triticum aestivum|Solanum lycopersicum|Caffea sp.|FOOD SAKE,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives | Alpha amino acids and derivatives | Alpha amino acids,This compound belongs to the class of organic compounds known as alpha amino acids. These are amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon).
C00050712,3-Methylthiopropyl isothiocyanate,147.0176408,NA,505-79-3,,,C5H9NS2,NA,NA,Xiao Wang,LDKSCZJUIURGMW-UHFFFAOYSA-N,,KNApSack,"Jun26,2023",3-Methylthiopropyl isothiocyanate|Iberverin,Wasabi japonica|Armoracia lapathifolia|Brassica juncea|Rapharius sativus,Organosulfur compounds,Isothiocyanates,NA,NA,"This compound belongs to the class of organic compounds known as isothiocyanates. These are organic compounds containing the isothiocyanate group, an isocyanate analogue with the general formula RN=C=S."
C00001358,L-Glutamic acid,147.0531578,NA,56-86-0,,,C5H9NO4,NA,NA,Xiao Wang,WHUUTDBJXJRKMK-YEQUQEJONA-N,[C@H](C(=O)O)(N)CCC(=O)O,KNApSack,"Jun26,2023",L-Glutamic acid|L-Glutamate,Homo sapiens (Serum)|Homo sapiens (Urine)|Escherichia coli|Mangifera indica|Apium graveolens|Catharanthus roseus|Helianthus annuus|Carica papaya|Beta vulgaris|Spinacia oleracea|Rhodiola rosea|Arabidopsis thaliana|Brassica oleracea|Capsella bursa-pastoris|Phaseolus vulgaris|Pisum sativum|Trifolium pratense L.|Trifolium repens L.|Vicia faba|Oryza sativa|Triticum aestivum|Prunus avium|Santalum album|Capsicum annuum|Nicotiana tabacum|Solanum lycopersicum|Curcuma domestica|Caffea sp.|FOOD SAKE|Paraburkholderia phymatum,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives | Alpha amino acids and derivatives | Glutamic acid and derivatives,"This compound belongs to the class of organic compounds known as glutamic acid and derivatives. These are compounds containing glutamic acid or a derivative thereof resulting from reaction of glutamic acid at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom."
C00041598,Indole-3-methanol,147.0684139,NA,700-06-1,,,C9H9NO,NA,NA,Xiao Wang,IVYPNXXAYMYVSP-UHFFFAOYSA-N,c1ccc2c(c1)[nH]cc2CO,KNApSack,"Jun26,2023",Indole-3-methanol|Indole-3-carbinol,Haliclona oculata|Brassica oleracea|Brassica sp.|Raphanus sativus|Picea abies,Organoheterocyclic compounds,Indoles and derivatives,Indoles,NA,This compound belongs to the class of organic compounds known as 3-alkylindoles. These are compounds containing an indole moiety that carries an alkyl chain at the 3-position.
C00050428,2-Hydroxyglutaric acid,148.0371734,NA,2889-31-8,,,C5H8O5,NA,NA,Xiao Wang,HWXBTNAVRSUOJR-UHFFFAOYNA-N,,KNApSack,"Jun26,2023",2-Hydroxyglutaric acid|alpha-Hydroxyglutaric acid,Homo sapiens (Urine)|Arabidopsis thaliana|Medicago sativa|Citrus sinensis|FOOD SAKE,Organic acids and derivatives,Hydroxy acids and derivatives,Short-chain hydroxy acids and derivatives,NA,This compound belongs to the class of organic compounds known as short-chain hydroxy acids and derivatives. These are hydroxy acids with an alkyl chain the contains less than 6 carbon atoms.
C00029961,Cinnamic acid,148.0524295,NA,621-82-9,,,C9H8O2,NA,NA,Xiao Wang,WBYWAXJHAXSJNI-VOTSOKGWSA-N,c1(/C=C/C(=O)O)ccccc1,KNApSack,"Jun26,2023",Cinnamic acid|(E)-Cinnamic acid|.beta-Phenylacrylic acid,Homo sapiens (Urine)|Andrographis paniculata|Acorus calamus|Annona muricata|Goniothalamus amuyon|Polyalthia crassa|Daucus carota|Foeniculum vulgare|Panax notoginseng|Asparagus officinalis|Achillea alexandri-regis Bornm.& Rudski|Balanophora abbreviata B1|Humulus lupulus|Lonicera japonica|Carica papaya|Rhodiola sachalinensis|Arabidopsis thaliana|Capsella bursa-pastoris|Momordica charantia|Syringodium filiforme|Ephedra equisetina|Glycine max|Medicago sativa|Medicago truncatula|Myroxylon pereirae|Phaseolus vulgaris|Pueraria candollei var. mirifica|Sophora flavescens|Sophora japonica|Trifolium pratense|Gentiana lutea L. var. aurantiaca|Aeschynanthus bracteatus|Anigozanthos preissii|Illicium fargesii|Engelhardia roxburghiana|Melissa officinalis|Ocimum sanctum|Scutellaria baicalensis|Cinnamomum burmannii Nees ex BI|Cinnamomum cassia|Cinnamomum japonicum|Lilium candidum|Punica granatum|Punica granatum L.|Syringa afghanica|Harpagophytum procumbens|Picea abies|Pinus sibirica|Pinus spp.|Picrorhiza kurooa|Picrorhiza scrophulariiflora|Plantago major|Triticum aestivum|Zea mays|Posidonia oceanica|Prunus avium|Tarenna attenuata|Populus spp.|Populus trichocarpa|Viscum coloratum|Rehmannia glutinosa|Scrophularia buergeriana|Scrophularia huergeriana|Scrophularia ningpoensis|Scrophularia nodosa|Capsicum annuum|Lycium chinense|Mandragora autumnalis|Solanum acaule|Solanum bulbocastanum|Solanum canasense|Solanum cardiophyllum|Solanum chacoense|Solanum commersonii|Solanum fendleri|Solanum hougasii|Solanum lycopersicum|Solanum multidissectum|Solanum pinnacritisectum|Solanum tuberosum|Euscaphis konishii|Styrax benzoin|Taxus baccata|Curcuma longa|Erythoxylum coca|Liquidamber orientalis|Scrophalaria ningpoensis,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Cinnamic acids,NA,This compound belongs to the class of organic compounds known as cinnamic acids. These are organic aromatic compounds containing a benzene and a carboxylic acid group forming 3-phenylprop-2-enoic acid.
C00001195,Mevalonic acid,148.0735589,NA,150-97-0,,,C6H12O4,NA,NA,Xiao Wang,KJTLQQUUPVSXIM-MDOHGIEYNA-N,[C@@](CC(=O)O)(O)(C)CCO,KNApSack,"Jun26,2023",Mevalonic acid|Mevalonate,Escherichia coli|Panax ginseng|Asparagus officinalis|Artemisia annua|Chamaemelum nobile|Matricaria recutita|Tripterygium wilfordii|Spinacia oleracea|Arabidopsis thaliana|Momordica charantia|Glycyrrhiza glabra|Pisum sativum|Gentiana straminea|Rosmarinus officinalis|Salvia miltiorrhiza|Salvia splendens|Polygonum minus|Clausena lansium|Santalum album|Solanum lycopersicum|FOOD SAKE|Sertia mussotii,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,NA,This compound belongs to the class of organic compounds known as hydroxy fatty acids. These are fatty acids in which the chain bears a hydroxyl group.
C00003039,Cuminal,148.088815,NA,122-03-2,,,C10H12O,NA,NA,Xiao Wang,WTWBUQJHJGUZCY-UHFFFAOYSA-N,c1cc(ccc1C=O)C(C)C,KNApSack,"Jun26,2023",Cuminal|Cumin aldehyde|4-Isopropyl benzaldehyde|Cuminaldehyde|Cuminyl aldehyde|Cumaldehyde,Homo sapiens (Urine)|Mangifera indica|Carum carvi|Cicuta virosa|Cuminum cyminum L.|Foeniculum vulgare|Panax ginseng|Artemisia annua|Conyza newii|Cyathocline purpurea|Tanacetum macrophyllum|Commiphora abyssinica|Commiphora myrrha|Rhodiola rosea L.|Cyperus rotundus L.|Cassia fistula|Clinopodium nepeta|Lavandula angustifolia|Lavandula dentata|Plectranthus marrubioides|Eucalyptus globulus|Eucalyptus tereticornis|Citrus sinensis|Clausena excavata|Nicotiana tabacum,Lipids and lipid-like molecules,Prenol lipids,Monoterpenoids,NA,This compound belongs to the class of organic compounds known as aromatic monoterpenoids. These are monoterpenoids containing at least one aromatic ring.
C00056540,"1,3,5,7-Undecatetraene",148.1252005,NA,116963-97-4,,,C11H16,NA,NA,Xiao Wang,IQQBFWHNQBNSSQ-HJHGIKLDSA-N,C=C/C=C/C=C/C=C/CCC,KNApSack,"Jun26,2023","1,3,5,7-Undecatetraene",Citrus jabara,Hydrocarbons,Unsaturated hydrocarbons,Olefins,Acyclic olefins | Alkatetraenes,This compound belongs to the class of organic compounds known as alkatetraenes. These are acyclic hydrocarbons that contain exactly four carbon-to-carbon double bonds.
