Compounds	Chemical Formula	InChI-Key	Pathways of compound	SMILES	Object ID	Synonyms	Molecular-Weight
3,4-dihydroxy-5-<i>all-trans</i>-heptaprenylbenzoate	C42H61O4	InChIKey=LIEYLSGXGOXYTD-CTBYCIIYSA-M		CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(/C=C(C(/O)=1)/O)/C([O-])=O)	CPD-9903	3-(3,7,11,15,19,23-heptamethyltetracosa-2,6,10,14,18,22-hexaenyl) -4,5-dihydroxy-benzoic acid // 3-heptaprenyl-4,5-dihydroxybenzoate	629.941
3,4-dihydroxy-5-<i>all-trans</i>-nonaprenylbenzoate	C52H77O4	InChIKey=FMSCZYMOUYOENK-OPSRSWOASA-M	ubiquinol-9 biosynthesis (eukaryotic)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(/C=C(C(/O)=1)/O)/C([O-])=O)	CPD-9896	3-(3,7,11,15,19,23-nonamethyltetracosa-2,6,10,14,18,22-hexaenyl) -4,5-dihydroxy-benzoic acid // 3-nonaprenyl-4,5-dihydroxybenzoate	766.178
3,4-dihydroxy-5-<i>all-trans</i>-octaprenylbenzoate	C47H69O4	InChIKey=ZTGCMYPRIIAXFD-LHSBZCSKSA-M		CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(/C=C(C(/O)=1)/O)/C([O-])=O)	CPD-9894	3-(3,7,11,15,19,23-octamethyltetracosa-2,6,10,14,18,22-hexaenyl) -4,5-dihydroxy-benzoic acid // 3-octaprenyl-4,5-dihydroxybenzoate	698.06
3,4-dihydroxybenzaldehyde	C7H6O3	InChIKey=IBGBGRVKPALMCQ-UHFFFAOYSA-N	ceramide degradation	C(C1(\C=C(C(/O)=C\C=1)\O))=O	CPD-7616	protocatechuic aldehyde // protocatechualdehyde // 3,4-dihydroxybenzaldehyde // 3,4-dihydroxybenzyl aldehyde // rancinamycin IV	138.123
3,5-bisdiphosphoinositol-1D-<i>myo</i>-inositol 2,3,4,6-tetrakisphosphate	C6H6O30P8	InChIKey=HHQOOERQSFJGEP-ZSIQDKGESA-A	inositol diphosphates biosynthesis // phosphate acquisition // glycerophosphodiester degradation	[C@@H]1(OP([O-])([O-])=O)([C@H](OP([O-])(=O)[O-])[C@@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])OP([O-])(=O)[O-])[C@@H](OP([O-])([O-])=O)1)	CPD-11939		805.885
3,5-dichlorocatechol	C6H4O2Cl2	InChIKey=XSXYVLIPQMXCBV-UHFFFAOYSA-N	phosphate acquisition // glycerophosphodiester degradation	C1(/C(/Cl)=C\C(\O)=C(C(/Cl)=1)\O)	35-DICHLOROCATECHOL	pyrocatechol // 3,5-dichloropyrocatechol // 3,5-dichloro-1,2-dihydroxybenzene // 3,5-dichloro-1,2-benzenediol	179.002
3,5-didehydroshikimate	C7H5O5	InChIKey=MTNXHXKXYFWIRI-ZCFIWIBFSA-M	gallate biosynthesis	C([O-])(=O)C1(\CC(=O)[C@H](O)C(=O)/C=1)	CPD-13085	3,5-didehydroshikimic acid	169.113
3,5-dihydroxy-6,7-didehydro-12'-apo-&beta;-caroten-12'-al	C27H36O3	InChIKey=DTXLMVIHOKFQAR-KJJRRPHQSA-N		CC(/C=C/C=C(C)/C=C=C1(C(CC(CC1(O)C)O)(C)C))=C\C=C\C=C(C)\C=C\C=O	CPD-7198		408.58
3,5-dihydroxyanisole	C7H8O3	InChIKey=HDVRLUFGYQYLFJ-UHFFFAOYSA-N	1,3,5-trimethoxybenzene biosynthesis	COC1(\C=C(/C=C(/C=1)/O)\O)	CPD-9494	phloroglucinol monomethyl ether // 5-methoxyresorcinol // flamenol // Flamenol // 5-Methoxyresorcinol // 3,5-Dihydroxyanisole // Phloroglucinol monomethyl ether	140.138
3,5-dimethoxyphenol	C8H10O3	InChIKey=XQDNFAMOIPNVES-UHFFFAOYSA-N	1,3,5-trimethoxybenzene biosynthesis	COC1(\C=C(/C=C(/C=1)/O)\OC)	CPD-9499	Taxicatigenin // Phloroglucinol dimethyl ether // 1-Hydroxy-3,5-dimethoxybenzene	154.165
3,8-divinyl chlorophyllide <i>a</i>	C35H30N4O5Mg		chlorophyll <i>a</i> biosynthesis II // chlorophyll <i>a</i> biosynthesis I // 3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)	C=CC4(\C(/C)=C5(\C=C7([C@@H](C)[C@H](CCC(=O)[O-])C(\C6(/[C@@H-](C(OC)=O)C(=O)C1(\C(\N2([Mg]N(C(/C=C3(C(/C)=C(C=C)/C(\C=C(C(\C)=1)/2)=N3))=4)5))=6)))=N7)))	DIVINYLCHLOROPHYLLIDE-A		610.951
3,8-divinyl protochlorophyllide <i>a</i>	C35H28N4O5Mg		3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)	C=CC4(\C(/C)=C5(\C=C7(C(/C)=C(CCC(=O)[O-])/C(C6(/[C-](C(OC)=O)C(=O)C1(\C(\N2([Mg]N(C(/C=C3(C(/C)=C(C=C)/C(\C=C(C(\C)=1)/2)=N3))=4)5))=6)))=N7)))	DIVINYL-PROTOCHLOROPHYLLIDE-A	divinylprotochlorophyllide	608.935
3-(3,4-dihydroxyphenyl)pyruvate	C9H7O5	InChIKey=LQQFFJFGLSKYIR-UHFFFAOYSA-M	rosmarinic acid biosynthesis II // aliphatic glucosinolate biosynthesis, side chain elongation cycle // L-homomethionine biosynthesis	C(C(CC1(\C=C/C(/O)=C(\C=1)/O))=O)(=O)[O-]	34-DIHYDROXYPHENYLPYRUVATE	3,4-dihydroxyphenylpyruvate // 3-(3,4-dihydroxyphenyl)-2-oxo-propanoic acid // 3-(3,4-dihydroxyphenyl)pyruvate	195.151
3-(4-hydroxyphenyl)pyruvate	C9H7O4	InChIKey=KKADPXVIOXHVKN-UHFFFAOYSA-M	4-hydroxyphenylpyruvate biosynthesis // L-phenylalanine biosynthesis III (cytosolic, plants) // aliphatic glucosinolate biosynthesis, side chain elongation cycle // L-homomethionine biosynthesis // plastoquinol-9 biosynthesis I // superpathway of plastoquinol biosynthesis // vitamin E biosynthesis (tocopherols) // L-tyrosine degradation I	C1(\C(/CC(C([O-])=O)=O)=C/C=C(\C=1)/O)	P-HYDROXY-PHENYLPYRUVATE	4-hydroxyphenylpyruvate // p-hydroxyphenylpyruvic acid // 3-(4-hydroxyphenyl)pyruvate // hydroxyphenylpyruvate // p-hydroxyphenylpyruvate	179.152
3-(<i>all-trans</i>-decaprenyl)benzene-1,2-diol	C56H86O2	InChIKey=CAUJTFNFOAMXRT-XRBHBMLSSA-N		CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(\C=C/C=1)\O)	CPD-9867	2-decaprenyl-6-hydroxyphenol	791.294
3-(<i>all-trans</i>-heptaprenyl)benzene-1,2-diol	C41H62O2	InChIKey=OOYKEXOZUBWOSX-NFDZFSPWSA-N		CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(\C=C/C=1)\O)	CPD-9854	2-heptaprenyl-6-hydroxyphenol	586.94
3-(<i>all-trans</i>-nonaprenyl)benzene-1,2-diol	C51H78O2	InChIKey=PKYZMVIVZPJXFM-XBVQZQHUSA-N		CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(\C=C/C=1)\O)	CPD-9868	2-nonaprenyl-6-hydroxyphenol	723.176
3-(<i>all-trans</i>-octaprenyl)benzene-1,2-diol	C46H70O2	InChIKey=YNPGYMZVNLIZLD-BQFKTQOQSA-N		CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(\C=C/C=1)\O)	2-OCTAPRENYL-6-HYDROXYPHENOL	3-(all-trans-octaprenyl)benzene-1,2-diol // 2-octaprenyl-6-hydroxyphenol	655.058
3-(aminomethyl)indole	C9H11N2	InChIKey=JXYGLMATGAAIBU-UHFFFAOYSA-O	indole glucosinolate activation (intact plant cell)	C([NH3+])C1(\C2(\C(\N/C=1)=C/C=C\C=2))	CPD-8913	indol-3-ylmethylamine // AMI	147.199
3-(carbamoylamino)-2-methylpropanoate	C5H9N2O3	InChIKey=PHENTZNALBMCQD-GSVOUGTGSA-M	thymine degradation	C[C@H](CNC(N)=O)C(=O)[O-]	3-UREIDO-ISOBUTYRATE	N-carbamyl-beta-aminoisobutyric acid // N-carbamyl-beta-aminoisobutyrate // (R)-3-ureido-isobutyrate // (R)-3-ureido-isobutanoate	145.138
3-(glutathion-<i>S</i>-yl)-(3-methyl)butanol	C15H26N3O7S	InChIKey=IWZOUBIWPYHNIH-UWVGGRQHSA-M	glutathione-mediated detoxification II // felinine and 3-methyl-3-sulfanylbutan-1-ol biosynthesis	CC(C)(SC[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O)CCO	CPD-21344	3-methylbutanol-glutathione	392.446
3-(hydroxyphosphinoyl)pyruvate	C3H3O5P	InChIKey=VHAFWRWGHGSZDL-UHFFFAOYSA-L		C([O-])(=O)C(=O)CP([O-])=O	3-HYDROHYDROXYPHOSPHORYLPYRUVATE	3-[hydroxy(oxido)phosphoranyl]pyruvic acid // 3-(hydrohydroxyphosphoryl)pyruvate // (hydroxyphosphinyl)pyruvate // PPA // 3-hydrohydroxyphosphorylpyruvate	150.027
3-(methylsulfanyl)propyl-desulfoglucosinolate	C11H21NO6S2	InChIKey=OYTRJEKRRFSKHF-BZVDQRPCSA-N	glucosinolate biosynthesis from homomethionine	CSCCCC(/S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\O	3-METHYLTHIOPROPYL-DESULFO-GLUCOSINOLATE	3-(methylthio)propyl-desulfoglucosinolate	327.41
3-(phosphonoacetylamido)-L-alanine	C5H10N2O6P	InChIKey=APNRRABVQKGHJL-VKHMYHEASA-M		C(P(O)([O-])=O)C(=O)NC[C@H]([NH3+])C(=O)[O-]	CPD0-1454		225.118
3-acetamidopropanal	C5H9NO2	InChIKey=ARJPPNFIEQKVBB-UHFFFAOYSA-N	ceramide degradation	CC(=O)NCCC=O	CPD-10687	N-(3-oxopropyl)acetamide	115.132
3-<i>all trans</i>-hexaprenyl-4,5-dihydroxybenzoate	C37H53O4	InChIKey=VEPICJBQCOUQPI-IRVXXIIISA-M		CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(/C=C(\C=1)/C(=O)[O-])\O)	CPD-21768	3-(3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaenyl) -4,5-dihydroxy-benzoic acid // 3,4-dihydroxy-5-all-trans-hexaprenylbenzoate // 3-hexaprenyl-4-,5-dihydroxybenzoic acid // 3-hexaprenyl-4,5-dihydroxybenzoate	561.823
3-<i>all trans</i>-hexaprenyl-4-hydroxy-5-methoxybenzoate	C38H55O4	InChIKey=YSZSVGFMAJXGMQ-FRICUITQSA-M		CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(/C=C(\C=1)/C(=O)[O-])\OC)	CPD-21769	3-(3,7,11,15,19,23-hexamethyltetracosa-2,6,10,14,18,22-hexaenyl) -4-hydroxy-5-methoxy-benzoic acid // 3-methoxy-4-hydroxy-5-hexaprenylbenzoate // 3-methoxy-4-hydroxy-5-all-trans-hexaprenylbenzoate // 3-hexaprenyl-4-hydroxy-5-methoxybenzoic acid // 3-hexaprenyl-4-hydroxy-5-methoxybenzoate	575.85
3-&alpha;(<i>S</i>)-strictosidine	C27H35N2O9	InChIKey=XBAMJZTXGWPTRM-AWTFMMIESA-O		C=C[C@@H]4([C@H](C[C@H]1(C2(\NC3(\C(/C(\CC[NH2+]1)=2)=C/C=C\C=3))))C(/C(=O)OC)=C\O[C@H]4O[C@H]5(O[C@H]([C@@H]([C@H]([C@@H]5O)O)O)CO))	STRICTOSIDINE	strictosidine // 3-alpha(S)-strictosidine	531.581
3-aminopropanal	C3H8NO	InChIKey=PCXDJQZLDDHMGX-UHFFFAOYSA-O	spermine and spermidine degradation III // ceramide degradation // &beta;-alanine biosynthesis I	C(CC[NH3+])=O	CPD-6082	3-amino-propanal // 3-APA // 3-aminopropionaldehyde // APAL	74.102
3-&beta;-D-galactosyl-sn-glycerol	C9H18O8	InChIKey=NHJUPBDCSOGIKX-NTXXKDEISA-N		C(O[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))[C@H](O)CO	3-B-D-GALACTOSYL-SN-GLYCEROL	2-(2,3-dihydroxypropoxy)-6-(hydroxymethyl)tetrahydropyran-3,4,5- triol	254.236
3-bromopyruvate	C3H2O3Br	InChIKey=PRRZDZJYSJLDBS-UHFFFAOYSA-M	aliphatic glucosinolate biosynthesis, side chain elongation cycle // L-homomethionine biosynthesis	C(Br)C(=O)C(=O)[O-]	3-BROMOPYRUVATE	bromopyruvate // 3-bromopyruvic acid // bromopyruvic acid // 3-bromo-2-oxopropanoic acid	165.951
3-butenylnitrile	C4H5N	InChIKey=SJNALLRHIVGIBI-UHFFFAOYSA-N	glucosinolate activation	C=CCC#N	CPD-19505	allylcyanide	67.09
3-carboxy-10-(methylsulfanyl)-2-oxodecanoate	C12H18O5S	InChIKey=UKHZBTWECWUVPH-UHFFFAOYSA-L	aliphatic glucosinolate biosynthesis, side chain elongation cycle	CSCCCCCCCC(C(=O)C(=O)[O-])C(=O)[O-]	CPD-19487	3-carboxy-10-(methylthio)-2-oxodecanoate	274.331
3-carboxy-6-(methylsulfanyl)-2-oxohexanoate	C8H10O5S	InChIKey=WRGKTDWHJSBCJR-UHFFFAOYSA-L	aliphatic glucosinolate biosynthesis, side chain elongation cycle	C(C(CCCSC)C(=O)C(=O)[O-])(=O)[O-]	CPD-19491	3-carboxy-6-(methylthio)-2-oxohexanoate	218.224
3-carboxy-7-(methylsulfanyl)-2-oxoheptanoate	C9H12O5S	InChIKey=XXJZWLKRFPCKLB-UHFFFAOYSA-L	aliphatic glucosinolate biosynthesis, side chain elongation cycle	CSCCCCC(C(=O)C(=O)[O-])C(=O)[O-]	CPD-19490	3-carboxy-7-(methylthio)-2-oxoheptanoate	232.251
3-carboxy-8-(methylsulfanyl)-2-oxooctanoate	C10H14O5S	InChIKey=YOBCOUZBIFVTFN-UHFFFAOYSA-L	aliphatic glucosinolate biosynthesis, side chain elongation cycle	CSCCCCCC(C(=O)C(=O)[O-])C(=O)[O-]	CPD-19489	3-carboxy-8-(methylthio)-2-oxooctanoate	246.278
3-carboxy-9-(methylsulfanyl)-2-oxononanoate	C11H16O5S	InChIKey=PBYOKOGRHHZTHQ-UHFFFAOYSA-L	aliphatic glucosinolate biosynthesis, side chain elongation cycle	CSCCCCCCC(C(=O)C(=O)[O-])C(=O)[O-]	CPD-19488	3-carboxy-9-(methylthio)-2-oxononanoate	260.304
3-chloro-L-alanine	C3H6NO2Cl	InChIKey=ASBJGPTTYPEMLP-REOHCLBHSA-N		C(Cl)[C@H]([NH3+])C([O-])=O	CHLORALAN-CPD	beta-chloro-L-alanine	123.539
3-chlorobenzaldehyde	C7H5OCl	InChIKey=SRWILAKSARHZPR-UHFFFAOYSA-N	ceramide degradation	C(=O)C1(\C=C/C=C(/C=1)/Cl)	CPD-10660		140.569
3-cyano-L-alanine	C4H5N2O2	InChIKey=BXRLWGXPSRYJDZ-VKHMYHEASA-M	cyanide degradation // glucosinolate activation // cyanide detoxification I	C(C[C@H](N)C(=O)[O-])#N	CPD-603	3-cyanoalanine // L-3-cyanoalanine // cyano-L-alanine	113.096
3-deaza-GMP	C11H13N4O8P	InChIKey=SMOXFGDCBYPWTB-MGUDNFKCSA-L		C(OP([O-])(=O)[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(\C(=O)NC(/N)=C/C\2=3)))	CPD0-1493		360.219
3-dehydro-4-methylzymosterol	C28H44O	InChIKey=DBPZYKHQDWKORQ-SINUOACOSA-N		CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1([C@H](C)C(=O)CC[C@@](C)1C(\CC[C@](C)23)=4))))	CPD-4578	4alpha-methyl-5alpha-cholesta-8,24-dien-3-one // 3-keto-4-methylzymosterol	396.655
3-dehydro-6-deoxoteasterone	C28H48O3	InChIKey=URNVSZVQLKHKDE-WAFXAADMSA-N	brassinosteroid biosynthesis I // brassinosteroid biosynthesis II // superpathway of C28 brassinosteroid biosynthesis	CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC[C@H]1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34))))	CPD-717	dehydro-deoxoteasterone	432.685
3-dehydro-6-hydroxyteasterone	C28H48O4	InChIKey=VIPVRXUSPSUXNI-XDMMOTQBSA-N	brassinosteroid biosynthesis I // superpathway of C28 brassinosteroid biosynthesis	CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C[C@H](O)[C@H]1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34))))	CPD-17422		448.685
3-dehydroquinate	C7H9O6	InChIKey=WVMWZWGZRAXUBK-SYTVJDICSA-M	3-dehydroquinate biosynthesis I // chorismate biosynthesis from 3-dehydroquinate // chorismate biosynthesis I // gallate biosynthesis	C(=O)([O-])[C@]1(O)(CC(=O)[C@@H](O)[C@H](O)C1)	DEHYDROQUINATE	3-dehydroquinic acid // 5-dehydroquinic acid // 5-dehydroquinate // 5-de-H-quinate // rel-(1R,3R,4S)-1,3,4-trihydroxy-5-oxocyclohexanecarboxylate	189.144
3-dehydroshikimate	C7H7O5	InChIKey=SLWWJZMPHJJOPH-PHDIDXHHSA-M	chorismate biosynthesis from 3-dehydroquinate // chorismate biosynthesis I // gallate biosynthesis	C([O-])(=O)C1(\C[C@@H](O)[C@H](O)C(=O)/C=1)	3-DEHYDRO-SHIKIMATE	3-dehydroshikimic acid // 5-dehydroshikimic acid // 5-dehydroshikimate	171.129
3-dehydrosphinganine (C18)	C18H38NO2	InChIKey=KBUNOSOGGAARKZ-KRWDZBQOSA-O	sphingolipid biosynthesis (plants) // phosphate acquisition // glycerophosphodiester degradation // ceramide degradation	CCCCCCCCCCCCCCCC([C@H](CO)[NH3+])=O	DEHYDROSPHINGANINE	3-ketodihydrosphingosine (C18) // KDHS (C18) // 3-dehydro-D-sphinganine (C18) // 3-dehydro-D-sphinganine // KDHS // 3-dehydrosphinganine (C18) // 3-ketodihydrosphingosine	300.504
3-dehydrosphinganine (C20)	C20H42NO2	InChIKey=FVOLNXKBISLPQY-IBGZPJMESA-O	phosphate acquisition // glycerophosphodiester degradation // ceramide degradation	CCCCCCCCCCCCCCCCCC(=O)[C@@H]([NH3+])CO	CPD-13610	3-dehydro-D-sphinganine (C20) // KDHS (C20) // 3-ketodihydrosphinganine (C20) // 3-dehydroeicosasphinganine // 3-dehydroeicosadihydrosphingosine // 3-eicosanone, 2-amino-1-hydroxy- // 2-amino-1-hydroxyicosan-3-one	328.557
3-dehydroteasterone	C28H46O4	InChIKey=SVBMASFUJDIDJC-XFJIFGBKSA-N	brassinosteroid biosynthesis I // superpathway of C28 brassinosteroid biosynthesis	CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC(=O)[C@H]1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34))))	CPD-718	dehydroteasterone	446.669
3-demethylubiquinol-10	C58H90O4	InChIKey=VLMQNHNMQVLPQI-AVRCVIBKSA-N	UMP biosynthesis I // superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // <i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) // superpathway of carotenoid biosynthesis in plants // L-proline degradation // L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis // L-citrulline biosynthesis // superpathway of L-citrulline metabolism // superpathway of glyoxylate cycle and fatty acid degradation // TCA cycle II (plants and fungi) // superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle // glycerol degradation I // glycerol-3-phosphate shuttle // glycerophosphodiester degradation // L-lysine degradation I	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C(\O)=C(C(/O)=1)\OC)/O)	CPD-9873		851.347
3-demethylubiquinol-<i>7</i>	C43H66O4	InChIKey=OHBHBMXNJCUMCR-DKCCAHEHSA-N	UMP biosynthesis I // superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // <i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) // superpathway of carotenoid biosynthesis in plants // L-proline degradation // L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis // L-citrulline biosynthesis // superpathway of L-citrulline metabolism // superpathway of glyoxylate cycle and fatty acid degradation // TCA cycle II (plants and fungi) // superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle // glycerol degradation I // glycerol-3-phosphate shuttle // glycerophosphodiester degradation // L-lysine degradation I	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C(\O)=C(C(/O)=1)\OC)/O)	CPD-9861	2-heptaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol	646.992
3-demethylubiquinol-<i>8</i>	C48H74O4	InChIKey=QURLIMHPCRKMJP-WDXILIIOSA-N	UMP biosynthesis I // superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // <i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) // superpathway of carotenoid biosynthesis in plants // L-proline degradation // L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis // L-citrulline biosynthesis // superpathway of L-citrulline metabolism // superpathway of glyoxylate cycle and fatty acid degradation // TCA cycle II (plants and fungi) // superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle // glycerol degradation I // glycerol-3-phosphate shuttle // glycerophosphodiester degradation // L-lysine degradation I	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C(\O)=C(C(/O)=1)\OC)/O)	OCTAPRENYL-METHYL-OH-METHOXY-BENZQ	2-octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol // OMHMB // 2-octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone	715.11
3-demethylubiquinol-9	C53H82O4	InChIKey=ALAJATOGWWBPQT-NSCWJZNLSA-N	UMP biosynthesis I // superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // <i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria) // superpathway of carotenoid biosynthesis in plants // L-proline degradation // L-<i>N<sup>&delta;</sup></i>-acetylornithine biosynthesis // L-citrulline biosynthesis // superpathway of L-citrulline metabolism // superpathway of glyoxylate cycle and fatty acid degradation // TCA cycle II (plants and fungi) // superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle // glycerol degradation I // glycerol-3-phosphate shuttle // glycerophosphodiester degradation // L-lysine degradation I // ubiquinol-9 biosynthesis (eukaryotic)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(C(\O)=C(C(/C)=1)\O)\OC)	CPD-7158		783.228
3-deoxy-&alpha;-D-<i>manno</i>-2-octulosonate	C8H13O8	InChIKey=NNLZBVFSCVTSLA-HXUQBWEZSA-M	CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis // CMP-KDO biosynthesis II (from D-arabinose 5-phosphate)	C(O)[C@@H](O)[C@H]1(O[C@@](O)(C([O-])=O)C[C@H]([C@H]1O)O)	KDO	3-deoxy-alpha-D-manno-oct-2-ulosonate // 3-deoxy-alpha-D-manno-octulosonate // alpha-2-keto-3-deoxyoctulosonic acid pyranose // Kdo // 3-Kdo // 3-deoxy-D-manno-2-octulosonate // 3-deoxy-D-manno-octulosonate // 3-deoxyoctulosonate // 3-Deoxy-D-mannooctulosonate // 3-KDO // 3-Deoxyoctulosonic acid // 2-keto-3-deoxyoctonate // deoxy-manno-octulosonate // 2-dehydro-3-deoxy-D-octonate // 3-deoxy-&alpha;-D-<i>manno</i>-2-octulosonate // ketodeoxyoctonate	237.186
3-deoxy-&beta;-D-<i>manno</i>-2-octulosonate	C8H13O8	InChIKey=NNLZBVFSCVTSLA-FBXMPTEYSA-M		C(O)[C@@H](O)[C@H]1(O[C@](O)(C([O-])=O)C[C@H]([C@H]1O)O)	CPD-21261	beta-2-keto-3-deoxyoctulosonic acid pyranose // 3-deoxy-beta-D-manno-octulosonate // 3-deoxy-beta-D-manno-oct-2-ulosonate	237.186
3-deoxy-D-arabino-heptulosonate 7-phosphate	C7H10O10P	InChIKey=PJWIPEXIFFQAQZ-PUFIMZNGSA-K	3-dehydroquinate biosynthesis I // chorismate biosynthesis I	C(=O)([O-])C(=O)C[C@@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-]	3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P	3-deoxy-D-arabino-hept-2-ulosonate 7-phosphate // 3-deoxy-D-arabino-heptulosonate-7-P // 3-deoxy-arabino-heptulosonate 7-phosphate // 3-deoxy-arabino-heptulosonate-7-P // 2-dehydro-3-deoxy-D-arabino-heptonate 7-phosphate // 3-deoxy-D-arabino-hept-2-ulosonate-7-phosphate // 3-deoxy-arabino-heptulonate 7-phosphate // DAHP	285.124
3-deoxy-D-glycero-&alpha;-D-galacto-nonulosonate	C9H15O9	InChIKey=CLRLHXKNIYJWAW-LSRLBZCKSA-M		C(O)[C@@H](O)[C@H]([C@@H]1(O[C@](C([O-])=O)(O)C[C@@H]([C@H]1O)O))O	CPD-21260	alpha-Kdn // 3-deoxy-D-glycero-alpha-D-galacto-non-2-ulopyranosonate	267.212
